CENTRALWAVELNG,BANDWIDTH,PL_TRANDEP,PL_TRANDEPERR1,PL_TRANDEPERR2,PL_TRANDEP_AUTHORS,PL_RATROR,PL_RATRORERR1,PL_RATRORERR2,PL_RATROR_AUTHORS,PL_RADJ,PL_RADJERR1,PL_RADJERR2,PL_RADJ_AUTHORS,PL_TRANMID,PL_TRANMIDERR1,PL_TRANMIDERR2,ST_RAD,ST_RADERR1,ST_RADERR2,ST_RAD_AUTHORS
0.79805,0.00399,0.54569,0.01022,-0.01022,Cadieux et al. 2024,0.07387,0.00069,-0.00069,Calculated,0.1552,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.80607,0.00403,0.56268,0.01021,-0.01021,Cadieux et al. 2024,0.07501,0.00068,-0.00068,Calculated,0.1576,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.81417,0.00407,0.56305,0.00946,-0.00946,Cadieux et al. 2024,0.07504,0.00063,-0.00063,Calculated,0.1576,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.82235,0.00411,0.57088,0.00979,-0.00979,Cadieux et al. 2024,0.07556,0.00065,-0.00065,Calculated,0.1587,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.83062,0.00415,0.54086,0.01025,-0.01025,Cadieux et al. 2024,0.07354,0.00069,-0.0007,Calculated,0.1545,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.83896,0.00419,0.52603,0.01035,-0.01035,Cadieux et al. 2024,0.07253,0.00071,-0.00072,Calculated,0.1524,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.8474,0.00424,0.51892,0.01028,-0.01028,Cadieux et al. 2024,0.07204,0.00071,-0.00072,Calculated,0.1513,0.0026,-0.0026,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.85573,0.0041,0.54676,0.0115,-0.0115,Cadieux et al. 2024,0.07394,0.00077,-0.00078,Calculated,0.1554,0.0027,-0.0027,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.85931,0.0043,0.54769,0.00697,-0.00697,Cadieux et al. 2024,0.07401,0.00047,-0.00047,Calculated,0.1555,0.0024,-0.0024,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.86794,0.00434,0.55471,0.00695,-0.00695,Cadieux et al. 2024,0.07448,0.00046,-0.00047,Calculated,0.1565,0.0024,-0.0024,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.87667,0.00438,0.53474,0.00577,-0.00577,Cadieux et al. 2024,0.07313,0.00039,-0.0004,Calculated,0.1536,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.88548,0.00443,0.55001,0.00603,-0.00603,Cadieux et al. 2024,0.07416,0.00041,-0.00041,Calculated,0.1558,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.89438,0.00447,0.54629,0.00583,-0.00583,Cadieux et al. 2024,0.07391,0.00039,-0.0004,Calculated,0.1553,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.90337,0.00452,0.54186,0.00551,-0.00551,Cadieux et al. 2024,0.07361,0.00037,-0.00038,Calculated,0.1547,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.91245,0.00456,0.55177,0.00518,-0.00518,Cadieux et al. 2024,0.07428,0.00035,-0.00035,Calculated,0.1561,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.92162,0.00461,0.55193,0.00469,-0.00469,Cadieux et al. 2024,0.07429,0.00031,-0.00032,Calculated,0.1561,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.93088,0.00465,0.53623,0.0049,-0.0049,Cadieux et al. 2024,0.07323,0.00033,-0.00034,Calculated,0.1538,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.94023,0.0047,0.55801,0.00472,-0.00472,Cadieux et al. 2024,0.0747,0.00031,-0.00032,Calculated,0.1569,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.94968,0.00475,0.55238,0.00431,-0.00431,Cadieux et al. 2024,0.07432,0.00029,-0.00029,Calculated,0.1561,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
0.95923,0.0048,0.54694,0.00462,-0.00462,Cadieux et al. 2024,0.07396,0.00031,-0.00031,Calculated,0.1554,0.0023,-0.0023,Calculated,,,,0.2159,0.003,-0.003,Cadieux et al. 2024
